Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSG00000215077	32897392	32910230	BRD2	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000234704	33122451	33135290	BRD2	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000230678	32955787	32959446	BRD2	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000234507	32890988	32903839	BRD2	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000169925	134030305	134068535	BRD3	9
ENSG00000141867	15235519	15332545	BRD4	19
ENSG00000166164	50313487	50368934	BRD7	16
ENSG00000028310	850291	892824	BRD9	5
ENSG00000185024	105209286	105315589	BRF1	14
ENSG00000104221	37843268	37849904	BRF2	8
ENSG00000184992	124993700	125031231	BRI3BP	12
ENSG00000162670	190097662	190478404	BRINP3	1
ENSG00000136492	61681266	61863521	BRIP1	17
ENSG00000167535	48813794	48828941	CACNB3	12
ENSG00000116667	184387058	184629020	C1orf21	1
ENSG00000119723	73949926	73963670	COQ6	14
ENSG00000166226	69585334	69601570	CCT2	12
ENSG00000143126	109250019	109275750	CELSR2	1
ENSG00000239887	162366908	162386818	C1orf226	1
ENSG00000130695	26234200	26278808	CEP85	1
ENSG00000262246	4354542	4425705	CORO7	16
ENSG00000142675	26177403	26189886	CNKSR1	1
ENSG00000082153	200810594	200827338	BZW1	2
ENSG00000165934	92121937	92172145	CPSF2	14
ENSG00000280688	614020	626253	CEP72	CHR_HSCHR5_5_CTG1
ENSG00000181751	103258702	103278660	C5orf30	5
ENSG00000059758	96278261	96400560	CDK17	12
ENSG00000004660	3860315	3894891	CAMKK1	17
ENSG00000136280	44999475	45076469	CCM2	7
ENSG00000164649	21900900	21946084	CDCA7L	7
ENSG00000120159	26840685	26892804	CAAP1	9
ENSG00000256806	6651718	6693202	C17orf100	17
ENSG00000124508	26383096	26394874	BTN2A2	6
ENSG00000136152	45464898	45536630	COG3	13
ENSG00000164076	49857988	49870222	CAMKV	3
ENSG00000151849	24882284	24922889	CENPJ	13
ENSG00000149201	86374736	86423109	CCDC81	11
ENSG00000167513	88803213	88809258	CDT1	16
ENSG00000182632	42408168	42475349	CCNYL2	10
ENSG00000146540	996986	1138260	C7orf50	7
ENSG00000166426	78340324	78348230	CRABP1	15
ENSG00000099991	24011192	24178628	CABIN1	22
ENSG00000108666	32324565	32350023	C17orf75	17
ENSG00000177025	57958437	57974534	C19orf18	19
ENSG00000132016	13882348	13906452	C19orf57	19
ENSG00000011114	93237550	93333092	BTBD7	14
ENSG00000123374	55966769	55972784	CDK2	12
ENSG00000122218	160288686	160343400	COPA	1
ENSG00000116161	174999163	175011715	CACYBP	1
ENSG00000082258	134918235	134959342	CCNT2	2
ENSG00000198824	114314335	114337626	CHAMP1	13
ENSG00000136861	120388869	120580170	CDK5RAP2	9
ENSG00000158525	130344816	130368730	CPA5	7
ENSG00000110888	30709552	30754951	CAPRIN2	12
ENSG00000137504	85659708	85682908	CREBZF	11
ENSG00000113282	157785743	157859175	CLINT1	5
ENSG00000164597	107201555	107564514	COG5	7
ENSG00000091527	133573730	133590261	CDV3	3
ENSG00000126001	35455164	35519280	CEP250	20
ENSG00000109089	74987632	75005800	CDR2L	17
ENSG00000278749	143693701	143695116	CCDC166	CHR_HSCHR8_3_CTG7
ENSG00000135837	179954738	180114880	CEP350	1
ENSG00000090061	99481169	99535044	CCNK	14
ENSG00000137656	116748170	116772988	BUD13	11
ENSG00000160679	153633982	153646306	CHTOP	1
ENSG00000257727	56309842	56316336	CNPY2	12
ENSG00000106665	74289475	74405943	CLIP2	7
ENSG00000260916	55340032	55408510	CCPG1	15
ENSG00000183513	98599310	98608515	COA5	2
ENSG00000143776	226989865	227318474	CDC42BPA	1
ENSG00000149532	61402641	61430031	CPSF7	11
ENSG00000151131	104986310	105074197	C12orf45	12
ENSG00000167258	39461511	39564907	CDK12	17
ENSG00000143375	151510510	151538692	CGN	1
ENSG00000278728	148217288	148419466	CNTNAP2	CHR_HSCHR7_3_CTG6
ENSG00000081377	96490241	96619830	CDC14B	9
ENSG00000113240	178602664	178630615	CLK4	5
ENSG00000130559	135808487	135907228	CAMSAP1	9
ENSG00000078699	33490075	33650036	CBFA2T2	20
ENSG00000204659	179678583	179680974	CBY3	5
ENSG00000129355	10566462	10569059	CDKN2D	19
ENSG00000103326	527717	554636	CAPN15	16
ENSG00000166165	103519659	103523111	CKB	14
ENSG00000108702	34360328	34363231	CCL1	17
ENSG00000181374	34356452	34358610	CCL13	17
ENSG00000206043	74315813	74359187	C18orf63	18
ENSG00000082293	69866571	70209976	COL19A1	6
ENSG00000163320	88051944	88149885	CGGBP1	3
ENSG00000117322	207454230	207489895	CR2	1
ENSG00000162642	85249953	85259672	C1orf52	1
ENSG00000148337	128166064	128204383	CIZ1	9
ENSG00000010671	101349447	101390796	BTK	X
ENSG00000102901	67828157	67847811	CENPT	16
ENSG00000160392	40319536	40348527	C19orf47	19
ENSG00000005339	3725054	3880726	CREBBP	16
ENSG00000101391	33358839	33401561	CDK5RAP1	20
ENSG00000172270	571277	583493	BSG	19
ENSG00000131591	1081818	1116361	C1orf159	1
ENSG00000077549	19338776	19485539	CAPZB	1
ENSG00000110931	121237691	121298308	CAMKK2	12
ENSG00000157895	121000486	121016502	C12orf43	12
ENSG00000165288	80670854	80809688	BRWD3	X
ENSG00000156983	9731729	9748018	BRPF1	3
ENSG00000071894	144393229	144409349	CPSF1	8
ENSG00000134690	37692418	37709719	CDCA8	1
ENSG00000165410	34706769	34714823	CFL2	14
ENSG00000111276	12715058	12722371	CDKN1B	12
ENSG00000130779	122271432	122422632	CLIP1	12
ENSG00000125633	117915478	118014133	CCDC93	2
ENSG00000215910	11761787	11789585	C1orf167	1
ENSG00000163468	156308968	156367873	CCT3	1
ENSG00000276082	54138182	54156191	CNOT3	CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000274941	54138182	54156191	CNOT3	CHR_HSCHR19LRC_LRC_I_CTG3_1
ENSG00000162368	47333797	47378839	CMPK1	1
ENSG00000105321	47255980	47273701	CCDC9	19
ENSG00000111665	6844793	6852066	CDCA3	12
ENSG00000148444	22315974	22320308	COMMD3	10
ENSG00000198912	3889125	3900293	C1orf174	1
ENSG00000102225	47217860	47229997	CDK16	X
ENSG00000100147	41800679	41826299	CCDC134	22
ENSG00000133313	74495816	74523454	CNDP2	18
ENSG00000113742	173888280	173961976	CPEB4	5
ENSG00000039068	68737225	68835548	CDH1	16
ENSG00000092853	35720218	35769967	CLSPN	1
ENSG00000117877	45406209	45410766	CD3EAP	19
ENSG00000132024	13906201	13930879	CC2D1A	19
ENSG00000176444	155262868	155278491	CLK2	1
ENSG00000135775	230642489	230693982	COG2	1
ENSG00000165078	67422038	67746385	CPA6	8
ENSG00000221953	247110160	247112417	C1orf229	1
ENSG00000163660	157146508	157160760	CCNL1	3
ENSG00000142039	41310189	41324883	CCDC97	19
ENSG00000104957	13731760	13763296	CCDC130	19
ENSG00000185658	39184176	39321559	BRWD1	21
ENSG00000143320	156699606	156705816	CRABP2	1
ENSG00000100888	21385194	21456126	CHD8	14
ENSG00000130309	17555594	17583162	COLGALT1	19
ENSG00000117519	94896949	94927278	CNN3	1
ENSG00000117724	214603195	214664588	CENPF	1
ENSG00000173575	92900189	93028005	CHD2	15
ENSG00000124749	56056590	56394094	COL21A1	6
ENSG00000149554	125625136	125676255	CHEK1	11
ENSG00000103187	84565594	84618077	COTL1	16
ENSG00000143418	150960583	150975004	CERS2	1
ENSG00000112486	167111807	167139696	CCR6	6
ENSG00000213341	100188298	100229619	CHUK	10
ENSG00000110619	3000922	3057613	CARS	11
ENSG00000149187	47465933	47565569	CELF1	11
ENSG00000159212	34669389	34718227	CLIC6	21
ENSG00000153815	81445170	81711762	CMIP	16
ENSG00000086065	33264879	33282069	CHMP5	9
ENSG00000114744	149738470	149752499	COMMD2	3
ENSG00000124762	36676460	36687339	CDKN1A	6
ENSG00000158623	130506238	130668748	COPG2	7
ENSG00000128973	68206992	68257211	CLN6	15
ENSG00000100211	38656636	38673854	CBY1	22
ENSG00000167670	4402662	4445018	CHAF1A	19
ENSG00000172725	67435510	67443821	CORO1B	11
ENSG00000170312	60778331	60794852	CDK1	10
ENSG00000204359	31985034	31990148	CFB	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000174672	1389899	1462689	BRSK2	11
ENSG00000015133	91271323	91417844	CCDC88C	14
ENSG00000184432	139355600	139389732	COPB2	3
ENSG00000105173	29811898	29824308	CCNE1	19
ENSG00000160799	46921726	46982010	CCDC12	3
ENSG00000198898	116811070	116922049	CAPZA2	7
ENSG00000093010	19941607	19969975	COMT	22
ENSG00000058091	90466424	91210590	CDK14	7
ENSG00000160124	122359591	122383231	CCDC58	3
ENSG00000185324	89680737	89696364	CDK10	16
ENSG00000196821	34587288	34696859	C6orf106	6
ENSG00000183186	405438	409170	C2CD4C	19
ENSG00000135624	73233420	73253021	CCT7	2
ENSG00000156261	29055805	29073797	CCT8	21
ENSG00000273943	54138182	54156191	CNOT3	CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000108582	30378905	30469989	CPD	17
ENSG00000115484	61868089	61888804	CCT4	2
ENSG00000014216	65180566	65212006	CAPN1	11
ENSG00000277273	69234793	69277413	CDK7	CHR_HSCHR5_2_CTG1_1
ENSG00000162063	2429394	2458854	CCNF	16
ENSG00000179218	12938578	12944489	CALR	19
ENSG00000274176	54138182	54156191	CNOT3	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000085872	16517889	16542530	CHERP	19
ENSG00000122674	5898725	5926550	CCZ1	7
ENSG00000187796	136361903	136373681	CARD9	9
ENSG00000131236	40040233	40072649	CAP1	1
ENSG00000117399	43358955	43363203	CDC20	1
ENSG00000165215	73768997	73770270	CLDN3	7
ENSG00000148842	102918293	103090221	CNNM2	10
ENSG00000122966	119685790	119877291	CIT	12
ENSG00000060718	102876467	103108872	COL11A1	1
ENSG00000119280	230837119	230869589	C1orf198	1
ENSG00000118412	89829894	89874436	CASP8AP2	6
ENSG00000140743	22345936	22437165	CDR2	16
ENSG00000275979	54138182	54156191	CNOT3	CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000124215	59958427	60034011	CDH26	20
ENSG00000119397	121074863	121177610	CNTRL	9
ENSG00000143702	243124428	243255348	CEP170	1
ENSG00000205476	99500180	99604026	CCDC85C	14
ENSG00000226417	31806863	31816046	CLIC1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000111596	70242994	70354993	CNOT2	12
ENSG00000127022	179678628	179730925	CANX	5
ENSG00000119965	122930903	122954403	C10orf88	10
ENSG00000163006	108786757	108885477	CCDC138	2
ENSG00000110880	108645109	108731596	CORO1C	12
ENSG00000255181	143706694	143708109	CCDC166	8
ENSG00000168014	74012714	74171210	C2CD3	11
ENSG00000131778	147242641	147295766	CHD1L	1
ENSG00000153721	154387504	154510659	CNKSR3	6
ENSG00000105401	10391134	10420121	CDC37	19
ENSG00000164323	185159665	185209504	CFAP97	4
ENSG00000135940	97646040	97648383	COX5B	2
ENSG00000188112	42101118	42142619	C6orf132	6
ENSG00000153774	75293698	75433485	CFDP1	16
ENSG00000170558	27950966	28177446	CDH2	18
ENSG00000112695	75237675	75250323	COX7A2	6
ENSG00000185298	81666364	81673904	CCDC137	17
ENSG00000096401	44387525	44450426	CDC5L	6
ENSG00000084774	27217390	27243943	CAD	2
ENSG00000083937	87227271	87255548	CHMP2B	3
ENSG00000108091	59788763	59906656	CCDC6	10
ENSG00000178243	135343249	135346562	C9orf62	9
ENSG00000145075	180614008	180870933	CCDC39	3
ENSG00000171159	128160260	128163928	C9orf16	9
ENSG00000284862	180602858	180679500	CCDC39	3
ENSG00000135045	74946581	74952886	C9orf40	9
ENSG00000130349	107028213	107051342	C6orf203	6
ENSG00000099804	531712	542092	CDC34	19
ENSG00000121940	108929508	108963457	CLCC1	1
ENSG00000116254	6101793	6180123	CHD5	1
ENSG00000013441	200853009	200864744	CLK1	2
ENSG00000117266	205504595	205532793	CDK18	1
ENSG00000060339	68721012	68792377	CCAR1	10
ENSG00000145741	73498408	73505635	BTF3	5
ENSG00000151725	184694618	184734133	CENPU	4
ENSG00000111605	69239537	69274358	CPSF6	12
ENSG00000173786	41966741	41977731	CNP	17
ENSG00000166734	44288729	44415758	CASC4	15
ENSG00000169607	112736607	112764677	CKAP2L	2
ENSG00000122483	93179919	93278730	CCDC18	1
ENSG00000111530	67269281	67319951	CAND1	12
ENSG00000187479	43942505	43944338	C11orf96	11
ENSG00000281670	24065455	24065991	CABIN1	CHR_HSCHR22_1_CTG7
ENSG00000150753	10249921	10266412	CCT5	5
ENSG00000153113	96525267	96779595	CAST	5
ENSG00000116489	112619173	112671619	CAPZA1	1
ENSG00000112186	17393216	17557792	CAP2	6
ENSG00000159231	36134912	36146566	CBR3	21
ENSG00000128849	57375967	57550727	CGNL1	15
ENSG00000221978	1385711	1399328	CCNL2	1
ENSG00000276725	243124428	243255321	CEP170	CHR_HSCHR1_3_CTG32_1
ENSG00000239754	31933196	31939630	CFB	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000058404	44217150	44334577	CAMK2B	7
ENSG00000127586	788046	800737	CHTF18	16
ENSG00000141030	17246820	17281293	COPS3	17
ENSG00000181013	58541587	58544368	C17orf47	17
ENSG00000177200	53055033	53329150	CHD9	16
ENSG00000168763	96816245	96833911	CNNM3	2
ENSG00000166455	81053497	81077267	C16orf46	16
ENSG00000122705	36190856	36304781	CLTA	9
ENSG00000116815	116514535	116571039	CD58	1
ENSG00000141428	35972083	35979286	C18orf21	18
ENSG00000100916	35826318	35932325	BRMS1L	14
ENSG00000130433	53992288	54012669	CACNG6	19
ENSG00000134508	23134564	23260467	CABLES1	18
ENSG00000135387	34051683	34101156	CAPRIN1	11
ENSG00000157613	46277661	46321422	CREB3L1	11
ENSG00000108100	35247025	35572669	CCNY	10
ENSG00000088038	54137717	54155708	CNOT3	19
ENSG00000230685	31717988	31727162	CLIC1	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000080802	135361795	135510127	CNOT4	7
ENSG00000136807	127785679	127790787	CDK9	9
ENSG00000104983	45995461	46021318	CCDC61	19
ENSG00000148660	73812501	73874591	CAMK2G	10
ENSG00000118971	4273772	4305350	CCND2	12
ENSG00000128283	37560447	37569405	CDC42EP1	22
ENSG00000132141	34927859	34981078	CCT6B	17
ENSG00000106078	51016212	51316818	COBL	7
ENSG00000105669	18899514	18919397	COPE	19
ENSG00000110104	60842071	60851081	CCDC86	11
ENSG00000277600	54138190	54156165	CNOT3	CHR_HSCHR19_4_CTG3_1
ENSG00000131165	89644431	89657845	CHMP1A	16
ENSG00000172301	31851864	31859337	COPRS	17
ENSG00000181577	44000580	44005958	C6orf223	6
ENSG00000104879	45306414	45322977	CKM	19
ENSG00000184697	3014712	3020071	CLDN6	16
ENSG00000104859	45039040	45070956	CLASRP	19
ENSG00000147889	21967753	21995301	CDKN2A	9
ENSG00000278191	2999797	3056458	CARS	CHR_HSCHR11_1_CTG7
ENSG00000134058	69234795	69277430	CDK7	5
ENSG00000101639	12991362	13125052	CEP192	18
ENSG00000145241	67468748	67545606	CENPC	4
ENSG00000112877	612272	667168	CEP72	5
ENSG00000274616	54138182	54156191	CNOT3	CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000129993	88874858	88977204	CBFA2T3	16
ENSG00000169679	110637698	110678114	BUB1	2
ENSG00000130643	133324072	133336935	CALY	10
ENSG00000007080	17933016	17943991	CCDC124	19
ENSG00000175455	123897305	123961408	CCDC14	3
ENSG00000172243	10116777	10130258	CLEC7A	12
ENSG00000154473	123154277	123170467	BUB3	10
ENSG00000074054	121337776	121649587	CLASP1	2
ENSG00000168071	64340223	64357534	CCDC88B	11
ENSG00000123989	219538947	219543787	CHPF	2
ENSG00000129596	115804733	115816954	CDO1	5
ENSG00000026508	35138870	35232402	CD44	11
ENSG00000164061	49554489	49671545	BSN	3
ENSG00000079432	42268537	42295797	CIC	19
ENSG00000163749	76312997	76421868	CCDC158	4
ENSG00000115561	86503431	86563479	CHMP3	2
ENSG00000094916	54230940	54280133	CBX5	12
ENSG00000198707	88049014	88142216	CEP290	12
ENSG00000179604	73283624	73312175	CDC42EP4	17
ENSG00000080573	9959561	10010471	COL5A3	19
ENSG00000179335	74598500	74645414	CLK3	15
ENSG00000148925	13388001	13463297	BTBD10	11
ENSG00000103995	48712928	48811146	CEP152	15
ENSG00000145349	113451032	113761927	CAMK2D	4
ENSG00000054803	55997440	56005472	CBLN4	20
ENSG00000170004	7884806	7912760	CHD3	17
ENSG00000198752	102932379	103057462	CDC42BPB	14
ENSG00000121691	34438925	34472062	CAT	11
ENSG00000110395	119206276	119313926	CBL	11
ENSG00000182831	9091648	9121640	C16orf72	16
ENSG00000198087	47477789	47627263	CD2AP	6
ENSG00000026950	26402237	26415216	BTN3A1	6
ENSG00000133773	82223681	82358805	CCDC59	12
ENSG00000105664	18782773	18791314	COMP	19
ENSG00000134717	52056125	52090716	BTF3L4	1
ENSG00000242335	31938304	31944738	CFB	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000111860	118460772	118710075	CEP85L	6
ENSG00000178741	74919791	74938168	COX5A	15
ENSG00000112578	41921188	41933046	BYSL	6
ENSG00000100884	24070837	24078100	CPNE6	14
ENSG00000008300	48636469	48662915	CELSR3	3
ENSG00000118200	200739558	200860704	CAMSAP2	1
ENSG00000153048	8852942	8869012	CARHSP1	16
ENSG00000164305	184627696	184649509	CASP3	4
ENSG00000158402	138285265	138338355	CDC25C	5
ENSG00000250506	76000906	76005999	CDK3	17
ENSG00000010610	6786858	6820808	CD4	12
ENSG00000163689	58717365	59050084	C3orf67	3
ENSG00000099814	104865280	104896770	CEP170B	14
ENSG00000138495	119654513	119677454	COX17	3
ENSG00000111726	22046174	22065674	CMAS	12
ENSG00000005194	57428169	57447528	CIAPIN1	16
ENSG00000110651	2376177	2397419	CD81	11
ENSG00000096070	36196744	36232790	BRPF3	6
ENSG00000103381	12659799	12804017	CPPED1	16
ENSG00000169504	24745357	24844324	CLIC4	1
ENSG00000175344	31923438	32173018	CHRNA7	15
ENSG00000008128	1702730	1724324	CDK11A	1
ENSG00000180329	44673069	44689779	CCDC43	17
ENSG00000277222	93237550	93333092	BTBD7	CHR_HSCHR14_7_CTG1
ENSG00000128595	128739292	128771807	CALU	7
ENSG00000144354	173354820	173368997	CDCA7	2
ENSG00000105383	51225064	51243860	CD33	19
ENSG00000111481	54301202	54351849	COPZ1	12
ENSG00000141577	81189593	81222999	CEP131	17
ENSG00000163539	33496245	33718356	CLASP2	3
ENSG00000164045	48157146	48188402	CDC25A	3
ENSG00000100802	22985908	23010166	C14orf93	14
ENSG00000136261	16646131	16706523	BZW2	7
ENSG00000101290	5126786	5197887	CDS2	20
ENSG00000149798	65314818	65322429	CDC42EP2	11
ENSG00000101624	12661833	12702777	CEP76	18
ENSG00000171316	60678778	60868028	CHD7	8
ENSG00000125107	58519951	58629886	CNOT1	16
ENSG00000108468	48070052	48101521	CBX1	17
ENSG00000094880	138187648	138213343	CDC23	5
ENSG00000038532	10944488	11182189	CLEC16A	16
ENSG00000153879	33373330	33382686	CEBPG	19
ENSG00000070831	22052627	22092946	CDC42	1
ENSG00000163624	84582979	84651338	CDS1	4
ENSG00000166451	81006498	81033114	CENPN	16
ENSG00000146731	56051630	56063989	CCT6A	7
ENSG00000102879	30182827	30189076	CORO1A	16
ENSG00000103249	1444934	1475580	CLCN7	16
ENSG00000141570	79792132	79801683	CBX8	17
ENSG00000159259	36385378	36419015	CHAF1B	21
ENSG00000223639	31721342	31730525	CLIC1	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000137449	15002674	15070153	CPEB2	4
ENSG00000152495	111223653	111494886	CAMK4	5
ENSG00000123219	65517766	65563171	CENPK	5
ENSG00000226651	31770035	31779217	CLIC1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000070729	57882340	57971116	CNGB1	16
ENSG00000153922	98853985	98928957	CHD1	5
ENSG00000243570	32022093	32028527	CFB	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000158966	64470792	64693058	CACHD1	1
ENSG00000198286	2906141	3043945	CARD11	7
ENSG00000149972	99020953	100358885	CNTN5	11
ENSG00000095564	91923769	92030325	BTAF1	10
ENSG00000140326	42723544	42737128	CDAN1	15
ENSG00000213937	3012456	3014505	CLDN9	16
ENSG00000111731	22448583	22544546	C2CD5	12
ENSG00000167173	75195643	75212169	C15orf39	15
ENSG00000172375	119102198	119118544	C2CD2L	11
ENSG00000172757	65823022	65862026	CFL1	11
ENSG00000146670	65066300	65084164	CDCA5	11
ENSG00000099954	17359949	17558149	CECR2	22
ENSG00000241534	31927837	31934271	CFB	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000065883	39949646	40099580	CDK13	7
ENSG00000180767	126524283	126543291	CHST13	3
ENSG00000149970	21372801	21654695	CNKSR2	X
ENSG00000166250	123069865	123195281	CLMP	11
ENSG00000092067	23117304	23119616	CEBPE	14
ENSG00000163618	62398346	62875389	CADPS	3
ENSG00000182504	101723925	101770562	CEP97	3
ENSG00000228300	1275438	1279249	C19orf24	19
ENSG00000175868	14904997	15082342	CALCB	11
ENSG00000142453	10871513	10923070	CARM1	19
ENSG00000183741	38861450	38872314	CBX6	22
ENSG00000176386	113255835	113275589	CDC26	9
ENSG00000106554	132784868	133082088	CHCHD3	7
ENSG00000131143	85798633	85807044	COX4I1	16
ENSG00000156970	40161023	40221136	BUB1B	15
ENSG00000160050	32200386	32205387	CCDC28B	1
ENSG00000162129	72285495	72434680	CLPB	11
ENSG00000248333	1635227	1659012	CDK11B	1
ENSG00000163171	37641882	37738468	CDC42EP3	2
ENSG00000113163	75356345	75512138	COL4A3BP	5
ENSG00000115816	37201612	37231713	CEBPZ	2
ENSG00000149679	62388632	62407285	CABLES2	20
ENSG00000169217	30350766	30355361	CD2BP2	16
ENSG00000182973	32685145	32773875	CNOT10	3
ENSG00000115355	55287842	55419895	CCDC88A	2
ENSG00000007545	1612325	1677908	CRAMP1	16
ENSG00000282214	531239	531551	CAPN15	CHR_HSCHR16_CTG2
ENSG00000169515	46410329	46413662	CCDC8	19
ENSG00000245848	33299934	33302564	CEBPA	19
ENSG00000167971	2177180	2196525	CASKIN1	16
ENSG00000008086	18425583	18653629	CDKL5	X
ENSG00000055813	56184123	56386173	CCDC85A	2
ENSG00000122786	134744252	134970728	CALD1	7
ENSG00000106144	143288215	143307696	CASP2	7
ENSG00000258890	64506588	64542461	CEP95	17
ENSG00000113100	26880600	27121150	CDH9	5
ENSG00000082438	164653624	164843679	COBLL1	2
ENSG00000101224	3786772	3806121	CDC25B	20
ENSG00000197565	108155607	108439497	COL4A6	X
ENSG00000113361	31193750	31329146	CDH6	5
ENSG00000021826	210477682	210679107	CPS1	2
ENSG00000115163	26764289	26801067	CENPA	2
ENSG00000005243	48026167	48038030	COPZ2	17
ENSG00000136108	52455429	52476628	CKAP2	13
ENSG00000141367	59619689	59696956	CLTC	17
ENSG00000213719	31730581	31739763	CLIC1	6
ENSG00000187955	120059780	120372036	COL14A1	8
ENSG00000106153	56101569	56106576	CHCHD2	7
ENSG00000181215	5897373	6200555	C4orf50	4
ENSG00000177303	75500261	75515583	CASKIN2	17
ENSG00000172828	66961237	66975148	CES3	16
ENSG00000138092	24793136	24822376	CENPO	2
ENSG00000094804	40287633	40304657	CDC6	17
ENSG00000159228	36069941	36073166	CBR1	21
ENSG00000184661	25458997	25507920	CDCA2	8
ENSG00000185905	29742463	29746006	C16orf54	16
ENSG00000105298	3610641	3626815	CACTIN	19
ENSG00000183826	38168451	38640148	BTBD9	6
ENSG00000174744	66337333	66345125	BRMS1	11
ENSG00000147144	49053572	49069857	CCDC120	X
ENSG00000243649	31945650	31952084	CFB	6
ENSG00000261893	155278272	155293895	CLK2	CHR_HSCHR1_2_CTG31
